team 1,team 2,original team 1 score,original team 2 score,original winner,team 1 threes,team 2 threes,adjusted team 1 score,adjusted team 2 score,adjusted winner
Wisconsin,Maryland,61,55,Wisconsin,10,9,51,46,Wisconsin
Purdue,Maryland,60,61,Maryland,4,9,56,52,Purdue
Maryland,Penn State,50,55,Penn State,3,5,47,50,Penn State
Ohio State,Maryland,73,65,Ohio State,10,5,63,60,Ohio State
Minnesota,Maryland,59,72,Maryland,8,10,51,62,Maryland
Nebraska,Maryland,50,64,Maryland,8,9,42,55,Maryland
Nebraska,Maryland,71,79,Maryland,13,13,58,66,Maryland
Maryland,Rutgers,68,59,Maryland,6,5,62,54,Maryland
Michigan State,Maryland,55,73,Maryland,8,8,47,65,Maryland
Eastern Michigan,Michigan State,67,83,Michigan State,4,12,63,71,Michigan State
Detroit Mercy,Michigan State,76,83,Michigan State,5,6,71,77,Michigan State
Western Michigan,Michigan State,61,79,Michigan State,5,10,56,69,Michigan State
Oakland,Michigan State,91,109,Michigan State,18,15,73,94,Michigan State
Michigan State,Northwestern,65,79,Northwestern,8,10,57,69,Northwestern
Wisconsin,Michigan State,85,76,Wisconsin,8,8,77,68,Wisconsin
Michigan State,Minnesota,56,81,Minnesota,6,6,50,75,Minnesota
Michigan State,Nebraska,84,77,Michigan State,7,9,77,68,Michigan State
Rutgers,Michigan State,45,68,Michigan State,3,6,42,62,Michigan State
Purdue,Michigan State,55,54,Purdue,3,3,52,51,Purdue
Michigan State,Rutgers,37,67,Rutgers,4,5,33,62,Rutgers
Michigan State,Ohio State,62,79,Ohio State,5,6,57,73,Ohio State
Nebraska,Michigan State,56,66,Michigan State,3,6,53,60,Michigan State
Penn State,Michigan State,58,60,Michigan State,5,4,53,56,Michigan State
Michigan State,Purdue,65,75,Purdue,7,3,58,72,Purdue
Ohio State,Michigan State,67,71,Michigan State,4,4,63,67,Michigan State
Bowling Green,Michigan,82,96,Michigan,12,10,70,86,Michigan
Oakland,Michigan,71,81,Michigan,8,8,63,73,Michigan
Ball State,Michigan,65,84,Michigan,7,4,58,80,Michigan
Toledo,Michigan,71,91,Michigan,9,9,62,82,Michigan
Penn State,Michigan,58,62,Michigan,7,5,51,57,Michigan
Michigan,Nebraska,80,69,Michigan,9,7,71,62,Michigan
Northwestern,Michigan,66,85,Michigan,5,12,61,73,Michigan
Minnesota,Michigan,57,82,Michigan,7,4,50,78,Michigan
Wisconsin,Michigan,54,77,Michigan,9,9,45,68,Michigan
Michigan,Minnesota,57,75,Minnesota,6,4,51,71,Minnesota
Michigan,Purdue,70,53,Michigan,6,2,64,51,Michigan
Michigan,Wisconsin,67,59,Michigan,7,6,60,53,Michigan
Rutgers,Michigan,64,71,Michigan,3,6,61,65,Michigan
Michigan,Ohio State,92,87,Michigan,11,11,81,76,Michigan
Green Bay,Minnesota,69,99,Minnesota,3,7,66,92,Minnesota
Loyola Marymount,Minnesota,73,88,Minnesota,6,8,67,80,Minnesota
Loyola Marymount,Minnesota,64,67,Minnesota,5,4,59,63,Minnesota
North Dakota,Minnesota,67,76,Minnesota,8,5,59,71,Minnesota
UM Kansas City,Minnesota,61,90,Minnesota,7,8,54,82,Minnesota
Saint Louis,Minnesota,82,90,Minnesota,2,10,80,80,Illinois
Iowa,Minnesota,95,102,Minnesota,10,17,85,85,Illinois
Minnesota,Wisconsin,59,71,Wisconsin,7,6,52,65,Wisconsin
Ohio State,Minnesota,60,77,Minnesota,7,9,53,68,Minnesota
Minnesota,Purdue,62,81,Purdue,10,8,52,73,Purdue
Minnesota,Rutgers,72,76,Rutgers,6,6,66,70,Rutgers
Nebraska,Minnesota,61,79,Minnesota,3,8,58,71,Minnesota
Purdue,Minnesota,68,71,Minnesota,2,7,66,64,Purdue
Northwestern,Minnesota,67,59,Northwestern,7,4,60,55,Northwestern
Minnesota,Nebraska,74,78,Nebraska,8,9,66,69,Nebraska
McNeese,Nebraska,55,102,Nebraska,7,10,48,92,Nebraska
Nevada,Nebraska,69,66,Nevada,6,9,63,57,Nevada
North Dakota State,Nebraska,57,79,Nebraska,6,9,51,70,Nebraska
South Dakota,Nebraska,69,76,Nebraska,7,7,62,69,Nebraska
Doane,Nebraska,64,110,Nebraska,13,12,51,98,Nebraska
Nebraska,Wisconsin,53,67,Wisconsin,8,8,45,59,Wisconsin
Nebraska,Ohio State,54,90,Ohio State,5,12,49,78,Ohio State
Wisconsin,Nebraska,61,48,Wisconsin,9,5,52,43,Wisconsin
Nebraska,Penn State,62,61,Nebraska,7,9,55,52,Nebraska
Purdue,Nebraska,75,58,Purdue,10,9,65,49,Purdue
Penn State,Nebraska,86,83,Penn State,14,12,72,71,Penn State
Arkansas-Pine Bluff,Northwestern,49,92,Northwestern,2,14,47,78,Northwestern
Chicago State,Northwestern,66,111,Northwestern,9,11,57,100,Northwestern
Quincy,Northwestern,48,100,Northwestern,8,14,40,86,Northwestern
Ohio State,Northwestern,70,71,Northwestern,4,6,66,65,Ohio State
Northwestern,Ohio State,71,81,Ohio State,6,10,65,71,Ohio State
Northwestern,Wisconsin,52,68,Wisconsin,7,10,45,58,Wisconsin
Northwestern,Penn State,78,81,Penn State,11,9,67,72,Penn State
Rutgers,Northwestern,64,56,Rutgers,5,4,59,52,Rutgers
Northwestern,Purdue,70,75,Purdue,10,8,60,67,Purdue
Northwestern,Rutgers,50,64,Rutgers,6,4,44,60,Rutgers
Wisconsin,Northwestern,68,51,Wisconsin,9,6,59,45,Wisconsin
Illinois State,Ohio State,67,94,Ohio State,9,6,58,88,Ohio State
Morehead State,Ohio State,44,77,Ohio State,7,10,37,67,Ohio State
Cleveland State,Ohio State,61,67,Ohio State,6,6,55,61,Ohio State
Ohio State,Purdue,60,67,Purdue,6,6,54,61,Purdue
UCLA,Ohio State,70,77,Ohio State,4,8,66,69,Ohio State
Rutgers,Ohio State,68,80,Ohio State,10,4,58,76,Ohio State
Ohio State,Rutgers,79,68,Ohio State,10,5,69,63,Ohio State
Purdue,Ohio State,67,65,Purdue,5,14,62,51,Purdue
Ohio State,Wisconsin,74,62,Ohio State,5,7,69,55,Ohio State
Penn State,Ohio State,79,83,Ohio State,9,7,70,76,Ohio State
Ohio State,Penn State,92,82,Ohio State,11,12,81,70,Ohio State
VMI,Penn State,65,86,Penn State,9,11,56,75,Penn State
Penn State,Purdue,72,80,Purdue,10,6,62,74,Purdue
Rutgers,Penn State,67,75,Penn State,7,6,60,69,Penn State
Wisconsin,Penn State,71,81,Penn State,7,8,64,73,Penn State
Penn State,Wisconsin,56,72,Wisconsin,6,9,50,63,Wisconsin
Purdue,Penn State,73,52,Purdue,7,6,66,46,Purdue
Oakland,Purdue,50,93,Purdue,3,17,47,76,Purdue
Valparaiso,Purdue,61,68,Purdue,8,6,53,62,Purdue
Indiana State,Purdue,68,80,Purdue,7,6,61,74,Purdue
Purdue,Rutgers,76,81,Rutgers,7,11,69,70,Rutgers
Sacred Heart,Rutgers,63,86,Rutgers,9,1,54,85,Rutgers
Fairleigh Dickinson,Rutgers,75,96,Rutgers,8,7,67,89,Rutgers
Hofstra,Rutgers,56,70,Rutgers,6,4,50,66,Rutgers
Wisconsin,Rutgers,60,54,Wisconsin,6,2,54,52,Wisconsin
Eastern Illinois,Wisconsin,67,77,Wisconsin,6,7,61,70,Wisconsin
Arkansas-Pine Bluff,Wisconsin,58,92,Wisconsin,6,10,52,82,Wisconsin
Green Bay,Wisconsin,42,82,Wisconsin,3,9,39,73,Wisconsin
Loyola Chicago,Wisconsin,63,77,Wisconsin,9,10,54,67,Wisconsin
CSU Bakersfield,Santa Clara,47,53,Santa Clara,1,1,46,52,Santa Clara
Bethesda,CSU Bakersfield,43,94,CSU Bakersfield,3,8,40,86,CSU Bakersfield
CSU Bakersfield,Arizona,60,85,Arizona,4,12,56,73,Arizona
St. Katherine,CSU Bakersfield,46,87,CSU Bakersfield,10,11,36,76,CSU Bakersfield
CSU Bakersfield,Stanford,50,63,Stanford,7,2,43,61,Stanford
CSU Bakersfield,Pepperdine,79,51,CSU Bakersfield,6,4,73,47,CSU Bakersfield
CSU Bakersfield,Long Beach State,89,90,Long Beach State,6,12,83,78,CSU Bakersfield
CSU Bakersfield,Long Beach State,89,76,CSU Bakersfield,6,7,83,69,CSU Bakersfield
Cal Poly,CSU Bakersfield,49,62,CSU Bakersfield,4,4,45,58,CSU Bakersfield
Cal Poly,CSU Bakersfield,50,65,CSU Bakersfield,3,6,47,59,CSU Bakersfield
CSU Bakersfield,Hawai'i,60,55,CSU Bakersfield,4,5,56,50,CSU Bakersfield
CSU Bakersfield,Hawai'i,83,72,CSU Bakersfield,5,10,78,62,CSU Bakersfield
CSU Bakersfield,UC Riverside,47,45,CSU Bakersfield,5,3,42,42,CSU Bakersfield
CSU Bakersfield,UC Riverside,63,70,UC Riverside,5,8,58,62,UC Riverside
CSU Fullerton,CSU Bakersfield,90,84,CSU Fullerton,11,7,79,77,CSU Fullerton
CSU Fullerton,CSU Bakersfield,73,83,CSU Bakersfield,9,2,64,81,CSU Bakersfield
CSU Bakersfield,UC Irvine,53,70,UC Irvine,4,5,49,65,UC Irvine
CSU Bakersfield,UC Irvine,62,57,CSU Bakersfield,4,5,58,52,CSU Bakersfield
UC San Diego,CSU Bakersfield,71,76,CSU Bakersfield,12,8,59,68,CSU Bakersfield
UC San Diego,CSU Bakersfield,50,65,CSU Bakersfield,9,9,41,56,CSU Bakersfield
CSU Bakersfield,UC Santa Barbara,66,71,UC Santa Barbara,8,9,58,62,UC Santa Barbara
CSU Bakersfield,UC Santa Barbara,44,63,UC Santa Barbara,3,10,41,53,UC Santa Barbara
CSU Northridge,CSU Bakersfield,58,84,CSU Bakersfield,6,9,52,75,CSU Bakersfield
CSU Northridge,CSU Bakersfield,90,87,CSU Northridge,8,10,82,77,CSU Northridge
San Diego Christian,CSU Fullerton,70,94,CSU Fullerton,11,11,59,83,CSU Fullerton
CSU Fullerton,UC Santa Barbara,63,81,UC Santa Barbara,5,6,58,75,UC Santa Barbara
CSU Fullerton,UC Santa Barbara,61,65,UC Santa Barbara,8,3,53,62,UC Santa Barbara
Long Beach State,CSU Fullerton,82,80,Long Beach State,10,6,72,74,CSU Fullerton
Long Beach State,CSU Fullerton,72,75,CSU Fullerton,11,7,61,68,CSU Fullerton
CSU Northridge,CSU Fullerton,86,85,CSU Northridge,10,11,76,74,CSU Northridge
CSU Northridge,CSU Fullerton,77,85,CSU Fullerton,9,6,68,79,CSU Fullerton
Hawai'i,CSU Fullerton,67,83,CSU Fullerton,9,9,58,74,CSU Fullerton
Hawai'i,CSU Fullerton,76,53,Hawai'i,8,4,68,49,Hawai'i
UC Irvine,CSU Fullerton,89,78,UC Irvine,6,10,83,68,UC Irvine
UC Irvine,CSU Fullerton,64,67,CSU Fullerton,3,5,61,62,CSU Fullerton
Westmont,CSU Northridge,79,97,CSU Northridge,8,13,71,84,CSU Northridge
Air Force,CSU Northridge,66,61,Air Force,11,7,55,54,Air Force
CSU Northridge,Seattle U,76,65,CSU Northridge,5,7,71,58,CSU Northridge
CSU Northridge,Pepperdine,89,84,CSU Northridge,7,8,82,76,CSU Northridge
Stanford,CSU Northridge,82,71,Stanford,4,12,78,59,Stanford
CSU Northridge,California,56,87,California,7,9,49,78,California
New Mexico State,CSU Northridge,63,66,CSU Northridge,7,6,56,60,CSU Northridge
UC Santa Barbara,CSU Northridge,105,58,UC Santa Barbara,11,6,94,52,UC Santa Barbara
UC Santa Barbara,CSU Northridge,80,66,UC Santa Barbara,6,5,74,61,UC Santa Barbara
CSU Northridge,Cal Poly,70,76,Cal Poly,6,9,64,67,Cal Poly
CSU Northridge,Cal Poly,64,51,CSU Northridge,8,7,56,44,CSU Northridge
UC Davis,CSU Northridge,77,80,CSU Northridge,3,8,74,72,UC Davis
UC Davis,CSU Northridge,75,63,UC Davis,10,7,65,56,UC Davis
Hawai'i,CSU Northridge,75,74,Hawai'i,9,10,66,64,Hawai'i
Hawai'i,CSU Northridge,80,88,CSU Northridge,13,13,67,75,CSU Northridge
Bethesda,Cal Poly,46,100,Cal Poly,8,11,38,89,Cal Poly
San Francisco,Cal Poly,88,60,San Francisco,10,3,78,57,San Francisco
Santa Clara,Cal Poly,76,69,Santa Clara,5,7,71,62,Santa Clara
San José St,Cal Poly,71,73,Cal Poly,6,4,65,69,Cal Poly
San Diego,Cal Poly,70,61,San Diego,3,6,67,55,San Diego
Cal Poly,Loyola Marymount,52,76,Loyola Marymount,6,6,46,70,Loyola Marymount
UC Riverside,Cal Poly,86,51,UC Riverside,12,7,74,44,UC Riverside
UC Riverside,Cal Poly,70,53,UC Riverside,10,8,60,45,UC Riverside
Cal Poly,UC Irvine,49,68,UC Irvine,7,4,42,64,UC Irvine
Cal Poly,UC Irvine,44,67,UC Irvine,5,5,39,62,UC Irvine
Cal Poly,Hawai'i,68,84,Hawai'i,10,9,58,75,Hawai'i
Cal Poly,Hawai'i,64,81,Hawai'i,2,9,62,72,Hawai'i
Cal Poly,Long Beach State,60,64,Long Beach State,6,2,54,62,Long Beach State
Cal Poly,Long Beach State,69,74,Long Beach State,10,8,59,66,Long Beach State
UC Davis,Cal Poly,69,61,UC Davis,7,3,62,58,UC Davis
UC Davis,Cal Poly,68,66,UC Davis,5,9,63,57,UC Davis
Hawaii Pacific,Hawai'i,50,83,Hawai'i,5,6,45,77,Hawai'i
Hawaii Hilo,Hawai'i,66,89,Hawai'i,4,9,62,80,Hawai'i
Hawai'i,UC Riverside,88,83,Hawai'i,8,7,80,76,Hawai'i
Hawai'i,UC Riverside,68,70,UC Riverside,8,7,60,63,UC Riverside
UC Irvine,Hawai'i,53,51,UC Irvine,1,5,52,46,UC Irvine
UC Irvine,Hawai'i,61,62,Hawai'i,3,7,58,55,UC Irvine
UC Santa Barbara,Hawai'i,59,50,UC Santa Barbara,3,4,56,46,UC Santa Barbara
UC Santa Barbara,Hawai'i,81,74,UC Santa Barbara,3,8,78,66,UC Santa Barbara
Long Beach State,Hawai'i,76,78,Hawai'i,7,7,69,71,Hawai'i
Long Beach State,Hawai'i,76,79,Hawai'i,8,9,68,70,Hawai'i
Long Beach State,Loyola Marymount,61,85,Loyola Marymount,4,15,57,70,Loyola Marymount
Seattle U,Long Beach State,75,80,Long Beach State,13,5,62,75,Long Beach State
Long Beach State,San Francisco,62,107,San Francisco,4,18,58,89,San Francisco
Long Beach State,California Baptist,75,96,California Baptist,8,11,67,85,California Baptist
Long Beach State,UC Davis,66,68,UC Davis,4,7,62,61,Long Beach State
Long Beach State,UC Davis,76,78,UC Davis,5,8,71,70,Long Beach State
UC Davis,Nicholls,93,101,Nicholls,7,9,86,92,Nicholls
William Jessup,UC Davis,62,95,UC Davis,5,6,57,89,UC Davis
UC Davis,UC San Diego,69,89,UC San Diego,4,11,65,78,UC San Diego
UC Davis,UC San Diego,78,71,UC Davis,9,6,69,65,UC Davis
UC Santa Barbara,UC Davis,72,51,UC Santa Barbara,5,3,67,48,UC Santa Barbara
UC Santa Barbara,UC Davis,89,86,UC Santa Barbara,11,8,78,78,UC Santa Barbara
UC Irvine,Pepperdine,72,86,Pepperdine,6,8,66,78,Pepperdine
UC Irvine,San Diego State,58,77,San Diego State,5,13,53,64,San Diego State
Bethesda,UC Irvine,55,135,UC Irvine,9,8,46,127,UC Irvine
La Sierra University,UC Irvine,54,104,UC Irvine,7,6,47,98,UC Irvine
UC Irvine,USC,56,91,USC,4,12,52,79,USC
UC Irvine,Loyola Marymount,48,51,Loyola Marymount,3,2,45,49,Loyola Marymount
San Diego,UC Irvine,53,85,UC Irvine,5,7,48,78,UC Irvine
UC Santa Barbara,UC Irvine,56,75,UC Irvine,3,3,53,72,UC Irvine
UC Santa Barbara,UC Irvine,69,73,UC Irvine,8,7,61,66,UC Irvine
UC Irvine,UC San Diego,79,65,UC Irvine,9,8,70,57,UC Irvine
UC Irvine,UC Riverside,65,86,UC Riverside,5,14,60,72,UC Riverside
UC Irvine,UC Riverside,73,67,UC Irvine,7,12,66,55,UC Irvine
UC San Diego,UC Irvine,55,80,UC Irvine,9,1,46,79,UC Irvine
UC San Diego,UC Irvine,64,75,UC Irvine,12,6,52,69,UC Irvine
UC Riverside,Pacific,60,66,Pacific,6,5,54,61,Pacific
UC Riverside,Washington,57,42,UC Riverside,6,3,51,39,UC Riverside
UC Riverside,Denver,83,63,UC Riverside,15,4,68,59,UC Riverside
UC Riverside,USC,62,67,USC,12,3,50,64,USC
CSU Bakersfield,UC Riverside,47,45,CSU Bakersfield,5,3,42,42,UC Riverside
UC San Diego,UC Riverside,59,71,UC Riverside,11,13,48,58,UC Riverside
UC Riverside,UC San Diego,81,75,UC Riverside,14,10,67,65,UC Riverside
UC Riverside,UC San Diego,82,83,UC San Diego,6,15,76,68,UC Riverside
UC Santa Barbara,UC Riverside,72,68,UC Santa Barbara,5,4,67,64,UC Santa Barbara
UC Santa Barbara,UC Riverside,52,68,UC Riverside,4,7,48,61,UC Riverside
St. Katherine,UC San Diego,51,77,UC San Diego,1,10,50,67,UC San Diego
St. Katherine,UC San Diego,39,75,UC San Diego,3,14,36,61,UC San Diego
UC San Diego,UC Santa Barbara,52,69,UC Santa Barbara,8,6,44,63,UC Santa Barbara
UC San Diego,UC Santa Barbara,53,84,UC Santa Barbara,5,8,48,76,UC Santa Barbara
Bethesda,UC San Diego,64,101,UC San Diego,10,22,54,79,UC San Diego
St. Katherine,UC Santa Barbara,55,92,UC Santa Barbara,6,8,49,84,UC Santa Barbara
Bethesda,UC Santa Barbara,52,123,UC Santa Barbara,9,11,43,112,UC Santa Barbara
Loyola Marymount,UC Santa Barbara,58,69,UC Santa Barbara,1,7,57,62,UC Santa Barbara
UC Santa Barbara,Loyola Marymount,76,81,Loyola Marymount,11,11,65,70,Loyola Marymount
UC Santa Barbara,Pepperdine,75,63,UC Santa Barbara,9,3,66,60,UC Santa Barbara
Limestone,Charleston,59,99,Charleston,8,7,51,92,Charleston
Furman,Charleston,81,57,Furman,16,5,65,52,Furman
Marshall,Charleston,84,72,Marshall,12,12,72,60,Marshall
South Carolina State,Charleston,63,90,Charleston,7,9,56,81,Charleston
Western Carolina,Charleston,76,70,Western Carolina,5,7,71,63,Western Carolina
Charleston,Georgia State,55,72,Georgia State,8,11,47,61,Georgia State
Charleston,Delaware,67,70,Delaware,8,6,59,64,Delaware
Charleston,Delaware,66,59,Charleston,9,7,57,52,Charleston
Drexel,Charleston,60,61,Charleston,4,8,56,53,Drexel
Drexel,Charleston,68,73,Charleston,7,9,61,64,Charleston
Northeastern,Charleston,67,62,Northeastern,7,7,60,55,Northeastern
Northeastern,Charleston,68,66,Northeastern,10,6,58,60,Charleston
Towson,Charleston,88,90,Charleston,9,11,79,79,Charleston
Towson,Charleston,53,66,Charleston,3,8,50,58,Charleston
Elon,Charleston,53,71,Charleston,7,12,46,59,Charleston
Elon,Charleston,66,55,Elon,9,7,57,48,Elon
Columbus State,Charleston,83,86,Charleston,7,7,76,79,Charleston
Salem University,Delaware,76,79,Delaware,15,16,61,63,Delaware
Morgan St,Delaware,65,59,Morgan St,7,7,58,52,Morgan St
Delaware,William & Mary,62,67,William & Mary,4,5,58,62,William & Mary
Hofstra,Delaware,56,74,Delaware,3,4,53,70,Delaware
Hofstra,Delaware,68,67,Hofstra,3,3,65,64,Hofstra
Delaware,UNC Wilmington,70,77,UNC Wilmington,4,6,66,71,UNC Wilmington
Delaware,UNC Wilmington,67,62,Delaware,4,3,63,59,Delaware
Elon,Delaware,43,66,Delaware,3,9,40,57,Delaware
Elon,Delaware,70,75,Delaware,9,9,61,66,Delaware
Drexel,Quinnipiac,66,48,Drexel,7,1,59,47,Drexel
Quinnipiac,Drexel,58,70,Drexel,5,6,53,64,Drexel
Coppin State,Drexel,54,69,Drexel,4,9,50,60,Drexel
Saint Joseph's,Drexel,77,81,Drexel,4,8,73,73,La Salle
Drexel,Fairleigh Dickinson,85,68,Drexel,7,8,78,60,Drexel
William & Mary,Drexel,58,82,Drexel,6,7,52,75,Drexel
William & Mary,Drexel,69,64,William & Mary,5,8,64,56,William & Mary
Drexel,William & Mary,79,64,Drexel,6,5,73,59,Drexel
Drexel,James Madison,64,73,James Madison,6,7,58,66,James Madison
Drexel,Hofstra,73,71,Drexel,10,9,63,62,Drexel
Drexel,Hofstra,74,79,Hofstra,6,8,68,71,Hofstra
Drexel,James Madison,84,78,Drexel,12,8,72,70,Drexel
NC Wesleyan,Elon,52,82,Elon,0,5,52,77,Elon
UNC Greensboro,Elon,71,64,UNC Greensboro,9,6,62,58,UNC Greensboro
Elon,Northeastern,52,75,Northeastern,6,8,46,67,Northeastern
Elon,Northeastern,58,66,Northeastern,5,7,53,59,Northeastern
Elon,James Madison,57,78,James Madison,9,9,48,69,James Madison
James Madison,Elon,70,61,James Madison,6,10,64,51,James Madison
Elon,William & Mary,75,54,Elon,10,6,65,48,Elon
William & Mary,Elon,54,73,Elon,4,8,50,65,Elon
Elon,UNC Wilmington,80,77,Elon,11,7,69,70,UNC Wilmington
Fairleigh Dickinson,Hofstra,58,73,Hofstra,7,6,51,67,Hofstra
Iona,Hofstra,82,74,Iona,10,6,72,68,Iona
Hofstra,Monmouth,96,88,Hofstra,11,15,85,73,Hofstra
William & Mary,Hofstra,56,61,Hofstra,8,2,48,59,Hofstra
William & Mary,Hofstra,73,82,Hofstra,6,6,67,76,Hofstra
Northeastern,Hofstra,81,78,Northeastern,10,5,71,73,Hofstra
Hofstra,Northeastern,56,67,Northeastern,5,15,51,52,Northeastern
Towson,Hofstra,58,71,Hofstra,4,11,54,60,Hofstra
Towson,Hofstra,69,74,Hofstra,3,12,66,62,Towson
Hofstra,UNC Wilmington,82,73,Hofstra,7,8,75,65,Hofstra
Hofstra,UNC Wilmington,89,83,Hofstra,5,9,84,74,Hofstra
Hofstra,James Madison,89,93,James Madison,17,7,72,86,James Madison
Hofstra,James Madison,70,74,James Madison,8,8,62,66,James Madison
Limestone,James Madison,55,89,James Madison,9,5,46,84,James Madison
Norfolk St,James Madison,83,73,Norfolk St,10,9,73,64,Norfolk St
Alice Lloyd College,James Madison,55,98,James Madison,5,13,50,85,James Madison
Morgan St,James Madison,80,73,Morgan St,11,7,69,66,Morgan St
Florida Atlantic,James Madison,70,79,James Madison,7,4,63,75,James Madison
Chowan,James Madison,76,100,James Madison,9,11,67,89,James Madison
James Madison,Towson,81,72,James Madison,15,5,66,67,Towson
James Madison,Northeastern,63,72,Northeastern,8,9,55,63,Northeastern
James Madison,Northeastern,79,72,James Madison,12,9,67,63,James Madison
Towson,James Madison,63,78,James Madison,5,9,58,69,James Madison
Northeastern,Old Dominion,62,66,Old Dominion,7,6,55,60,Old Dominion
Northeastern,Georgia,58,76,Georgia,12,5,46,71,Georgia
Northeastern,Towson,76,67,Northeastern,10,5,66,62,Northeastern
Northeastern,Towson,57,68,Towson,6,5,51,63,Towson
Towson,San Francisco,68,79,San Francisco,5,13,63,66,San Francisco
Buffalo,Towson,74,65,Buffalo,5,3,69,62,Buffalo
Towson,George Mason,65,70,George Mason,4,9,61,61,Buffalo
Coppin State,Towson,73,78,Towson,12,5,61,73,Towson
UNC Wilmington,Towson,69,72,Towson,6,1,63,71,Towson
UNC Wilmington,Towson,74,78,Towson,7,5,67,73,Towson
William & Mary,Towson,84,74,William & Mary,6,11,78,63,William & Mary
William & Mary,Towson,75,74,William & Mary,4,9,71,65,William & Mary
Towson,Charleston,88,90,Charleston,9,11,79,79,William & Mary
Western Carolina,UNC Wilmington,98,76,Western Carolina,10,8,88,68,Western Carolina
UNC Wilmington,Troy,73,50,UNC Wilmington,12,5,61,45,UNC Wilmington
St. Andrews,UNC Wilmington,66,116,UNC Wilmington,5,12,61,104,UNC Wilmington
UNC Wilmington,Ole Miss,58,78,Ole Miss,9,4,49,74,Ole Miss
UNC Wilmington,Norfolk St,80,72,UNC Wilmington,8,4,72,68,UNC Wilmington
Delaware State,UNC Wilmington,63,87,UNC Wilmington,4,6,59,81,UNC Wilmington
William & Mary,Old Dominion,78,86,Old Dominion,12,7,66,79,Old Dominion
Georgia State,Charlotte,76,65,Georgia State,11,6,65,59,Georgia State
South Carolina State,Charlotte,40,78,Charlotte,7,9,33,69,Charlotte
Appalachian State,Charlotte,61,57,Appalachian State,5,8,56,49,Appalachian State
North Carolina A&T,Charlotte,72,76,Charlotte,10,6,62,70,Charlotte
Western Kentucky,Charlotte,67,63,Western Kentucky,5,6,62,57,Western Kentucky
Western Kentucky,Charlotte,71,75,Charlotte,4,6,67,69,Charlotte
Belmont Abbey,Charlotte,75,72,Belmont Abbey,12,6,63,66,Charlotte
UAB,Charlotte,61,37,UAB,6,3,55,34,UAB
UAB,Charlotte,55,70,Charlotte,1,10,54,60,Charlotte
Charlotte,Florida Atlantic,53,66,Florida Atlantic,6,11,47,55,Florida Atlantic
Charlotte,Florida Atlantic,74,71,Charlotte,4,5,70,66,Charlotte
Florida International,Charlotte,55,63,Charlotte,6,4,49,59,Charlotte
Florida International,Charlotte,65,68,Charlotte,9,9,56,59,Charlotte
Charlotte,Middle Tennessee,65,66,Middle Tennessee,3,7,62,59,Charlotte
